prod-descr;prod-;prod-comentario;prod-aval
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g; Neutrogena;0 Jhenffe G.  deixa pele oleosa. Amo protetor. melhor custo benefício mercado. Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g; Neutrogena;0 Laís B.  surpreendi amei protetor, nunca comprado dessa marca, surgiu promoção acabei comprando pasma maravilhoso! Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g; Neutrogena;0 Tarciana R.  Bom pra pele oleosa bom principalmente pele oleosa ótimo. Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g; Neutrogena;0 Juliana C.  Ótimo custo benefício. Bem denso, precisa espalha rápido pq seca rápido, hora espalha fica meio branquiçado,as logo some, toque seco, ajuda controlar oleosidade! Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g; Neutrogena;Miriam M.  parece render bastante, veio certinho bem embalado recomendo loja leve suave sequinho Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g; Neutrogena;Leandro F.  Ótimo protetor solar preço justo cheiro textura agradáveis. deixa pele oleosa. protegido bem. Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g; Neutrogena;Tarciana R.  Bom pra pele oleosa bom principalmente pele oleosa ótimo. Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g; Neutrogena;0 Leandro F.  Ótimo protetor solar preço justo cheiro textura agradáveis. deixa pele oleosa. protegido bem. Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS 90 - 200ml; Neutrogena;Julia Q.  bom, sequinho. gostei protetor solar, achei durabilidade boa porque entra contato água escorre. Outro ponto importante toque tão sequinho, sente colentinho pele… procurando protetor solar rosto recomendo pegar específico porque arde olhos. Curta avaliação útil :) Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS 90 - 200ml; Neutrogena;0 Marcela V.  Melhor protetor solar corporal! produto maravilhoso! Melhor protetor corpo. pele oleosa gosto queimar sol. segura bem. praia impediu queimaduras protege bem. Amo!! Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS 90 - 200ml; Neutrogena;0 jeanine c.  ótimo rendimento,e fica pegajoso pele. Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS 90 - 200ml; Neutrogena;0 Sandra A.  Ótima qualidade Protetor solar bom, grudento, cheiro bom , rende espalhar Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS 90 - 200ml; Neutrogena;0 Marcela v.  Melhor protetor solar corporal! produto maravilhoso! Melhor protetor corpo. pele oleosa gosto queimar sol. segura bem. praia impediu queimaduras protege bem. Amo!! Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS50 - 120ml; Neutrogena;Katherine F.  protetor fraquinho. Bom cheiro, tão boa embalagem. gostei cheiro, parece hidratante. gostei embalagem, abrir fechar fica difícil.;4.8
Protetor Solar Neutrogena Sun Fresh FPS50 - 120ml; Neutrogena;0 Lúcia Q.  oleoso. Adere bem pele. Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS50 - 120ml; Neutrogena;0 Ivana M.  Produtos neutrogena sempre bom Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS50 - 120ml; Neutrogena;0 Ana c.  Sequinho cheiroso Excelente quer umbproduto espalha bem nao foca pegajoso demais, cheirinho otimo. Unica ressalva fechamento embalagem nao tão bom, nunca deixo comprar Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS50 - 120ml; Neutrogena;0 CAROLINA C.  Sequinho cheiroso Excelente quer umbproduto espalha bem nao foca pegajoso demais, cheirinho otimo. Unica ressalva fechamento embalagem nao tão bom, nunca deixo comprar Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS50 - 200ml; Neutrogena;0 Lúcia Q.  oleoso. Adere bem pele. Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS50 - 200ml; Neutrogena;Katherine F.  protetor fraquinho. Bom cheiro, tão boa embalagem. gostei cheiro, parece hidratante. gostei embalagem, abrir fechar fica difícil.;4.8
Protetor Solar Neutrogena Sun Fresh FPS50 - 200ml; Neutrogena;0 Ivana M.  Produtos neutrogena sempre bom Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS50 - 200ml; Neutrogena;0 CAROLINA C.  Sequinho cheiroso Excelente quer umbproduto espalha bem nao foca pegajoso demais, cheirinho otimo. Unica ressalva fechamento embalagem nao tão bom, nunca deixo comprar Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS50 - 200ml; Neutrogena;0 Ana c.  Sequinho cheiroso Excelente quer umbproduto espalha bem nao foca pegajoso demais, cheirinho otimo. Unica ressalva fechamento embalagem nao tão bom, nunca deixo comprar Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS70 - 120ml; Neutrogena;Giúlia R.  Protetor solar qualidade, bom custo-benefício! Ótimo protetor, fácil espalhar, oleoso. Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS70 - 120ml; Neutrogena;0 Fabiana Y.  Sistema fechamento difícil produto bom embalagem difícil usar! recomendo apenas embalagem sistema fechamento tão duro prestar atenção direito realmente fechado vaza tudo. Não, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS70 - 120ml; Neutrogena;0 Anelena M.  recebi produto. Não, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS70 - 120ml; Neutrogena;0 Jeane M.  produto bom! Uso recomendo. problema tampa fecha direito, posição q q ficar, inviabiliza colocá-lo verticalmente. x qdo tampas vem problema. Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS70 - 200ml; Neutrogena;Giúlia R.  Protetor solar qualidade, bom custo-benefício! Ótimo protetor, fácil espalhar, oleoso. Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS70 - 200ml; Neutrogena;0 Jeane M.  produto bom! Uso recomendo. problema tampa fecha direito, posição q q ficar, inviabiliza colocá-lo verticalmente. x qdo tampas vem problema. Sim, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS70 - 200ml; Neutrogena;0 Anelena M.  recebi produto. Não, recomendo produto;4.8
Protetor Solar Neutrogena Sun Fresh FPS70 - 200ml; Neutrogena;0 Fabiana Y.  Sistema fechamento difícil produto bom embalagem difícil usar! recomendo apenas embalagem sistema fechamento tão duro prestar atenção direito realmente fechado vaza tudo. Não, recomendo produto;4.8
Sabonete Facial Neutrogena Deep Clean Gel Grapefruit - 150g; Neutrogena;Lizmari g.  bom! Sim, recomendo produto;4.8
Sabonete Facial Neutrogena Deep Clean Gel Grapefruit - 150g; Neutrogena;0 Kamilly F.  Ótimo custo benefício Adoro sabonete, uso bom tempo! limpa pele, controla oleosidade, irrita degrada (e olha pele sensível) ótimo custo benefício! contar cheirinho pêssego suave Sim, recomendo produto;4.8
Sabonete Facial Neutrogena Deep Clean Gel Grapefruit - 150g; Neutrogena;0 Polyana A.  pode usado dia dia limpeza refrescancia,cumpre promete rotulo;4.8
Sabonete Facial Neutrogena Deep Clean Gel Grapefruit - 150g; Neutrogena;0 Cinthia D.  ameiiii sabonete Sim, recomendo produto;4.8
Sabonete Líquido Facial Neutrogena - Purified Skin - 150g; Neutrogena;0 Valeria C.  deixa pele macia sequinha, amei Sim, recomendo produto;4.7
Sabonete Líquido Facial Neutrogena - Purified Skin - 150g; Neutrogena;Nathalia S.  segunda vez compro gostei efeito pele (oleosa acne). deixou ressecada ajudou textura.;4.7
Sabonete Líquido Facial Neutrogena - Purified Skin - 150g; Neutrogena;0 Viviane M.  Ainda usei Ainda usei. Sim, recomendo produto;4.7
Sabonete Líquido Facial Neutrogena - Purified Skin - 150g; Neutrogena;0 Mônica D.  marca diz tudo, excelente ?? Sim, recomendo produto;4.7
Sabonete Líquido Facial Neutrogena - Purified Skin - 60g; Neutrogena;0 Viviane M.  Ainda usei Ainda usei. Sim, recomendo produto;4.7
Sabonete Líquido Facial Neutrogena - Purified Skin - 60g; Neutrogena;0 Mônica D.  marca diz tudo, excelente ?? Sim, recomendo produto;4.7
Sabonete Líquido Facial Neutrogena - Purified Skin - 60g; Neutrogena;Nathalia S.  segunda vez compro gostei efeito pele (oleosa acne). deixou ressecada ajudou textura.;4.7
Sabonete Líquido Facial Neutrogena - Purified Skin - 60g; Neutrogena;0 Valeria C.  deixa pele macia sequinha, amei Sim, recomendo produto;4.7
Sérum Hidratante Neutrogena – Hydro Boost - 30ml; Neutrogena;0 Odeon F.  Textura sérum realmente hidratada Produto extremamente leve, deixa pele realmente hidratada Sim, recomendo produto;4.7
Sérum Hidratante Neutrogena – Hydro Boost - 30ml; Neutrogena;0 Danielle M.  Ótimo Ótimo produto. Deixa pele bem hidratada viçosa. Sim, recomendo produto;4.7
Sérum Hidratante Neutrogena – Hydro Boost - 30ml; Neutrogena;0 Bianka R.  HIdratação medida certa Perfeito, hidrata deixar pele oleosa seca, hidratação medida certa Sim, recomendo produto;4.7
Sérum Hidratante Neutrogena – Hydro Boost - 30ml; Neutrogena;Liliane D.  produto prático qualidade expetacular. Produto excelente qualidade. Sim, recomendo produto;4.7
Água Micelar 7 em 1 Neutrogena - Purified Skin - 200ml; Neutrogena;0 Maria c.  bom tira bem maquiagem impurezas final dia. To amando usar! deixa pele repuxando ardendo Sim, recomendo produto;4.6
Água Micelar 7 em 1 Neutrogena - Purified Skin - 200ml; Neutrogena;0 Elisangela M.  Limpa bem pele Sim, recomendo produto;4.6
Água Micelar 7 em 1 Neutrogena - Purified Skin - 200ml; Neutrogena;0 Nicole D.  Amo água micelar, principalmente porque pele oleosa uso maquiagem dia dia conta trabalho. remove facilmente impurezas, cheiro bom sinto ajuda controle oleosidade. usei outras, nada compara ela. Sim, recomendo produto;4.6
Água Micelar 7 em 1 Neutrogena - Purified Skin - 200ml; Neutrogena;Amilca P.  Seca rápido limpa perfeitamente impurezas pele. excelente produto. usava outras marcas, surpreendeu muito. Maravilhosa!! Sim, recomendo produto;4.6
Água Micelar 7 em 1 Neutrogena - Purified Skin - 400ml; Neutrogena;0 Elisangela M.  Limpa bem pele Sim, recomendo produto;4.6
Água Micelar 7 em 1 Neutrogena - Purified Skin - 400ml; Neutrogena;0 Maria c.  bom tira bem maquiagem impurezas final dia. To amando usar! deixa pele repuxando ardendo Sim, recomendo produto;4.6
Água Micelar 7 em 1 Neutrogena - Purified Skin - 400ml; Neutrogena;Amilca P.  Seca rápido limpa perfeitamente impurezas pele. excelente produto. usava outras marcas, surpreendeu muito. Maravilhosa!! Sim, recomendo produto;4.6
Água Micelar 7 em 1 Neutrogena - Purified Skin - 400ml; Neutrogena;0 Nicole D.  Amo água micelar, principalmente porque pele oleosa uso maquiagem dia dia conta trabalho. remove facilmente impurezas, cheiro bom sinto ajuda controle oleosidade. usei outras, nada compara ela. Sim, recomendo produto;4.6
Água Micelar Neutrogena – Hydro Boost 7 em 1 - 200ml; Neutrogena;Maria e.  gostei cheiro Sim, recomendo produto;4.8
Água Micelar Neutrogena – Hydro Boost 7 em 1 - 200ml; Neutrogena;0 Ariany S.  pele ficou oleosa, depende cada Sim, recomendo produto;4.8
Água Micelar Neutrogena – Hydro Boost 7 em 1 - 200ml; Neutrogena;0 Graciete c.  Produto maravilhoso. pele fica limpa hidratada macia. Sim, recomendo produto;4.8
Água Micelar Neutrogena – Hydro Boost 7 em 1 - 200ml; Neutrogena;0 Maria l.  Compro indicação dermatologista. Tira fácil make. Inclusive rimel Mac, usa sabe q bem chato sair. Sim, recomendo produto;4.8
NIVEA SUN Protetor Solar Facial Tripla Proteção Loção Antiacne FPS50 - 40ml; Nivea;"Angela G.  Melhor protetor solar Nívea, comprem medo! melhor protetor solar Nívea! Realmente toque seco seguro acne fúngica. único ""defeito"" opinião perfume, pois fragrância menos irritativo peles sensíveis. Sim, recomendo produto";4.8
NIVEA SUN Protetor Solar Facial Tripla Proteção Loção Antiacne FPS50 - 40ml; Nivea;0 Brenda R.  Amei recomendo Sim, recomendo produto;4.8
NIVEA SUN Protetor Solar Facial Tripla Proteção Loção Antiacne FPS50 - 40ml; Nivea;0 Kátia R.  Ainda usei , confio sendo Nivea qualidade. Sim, recomendo produto;4.8
NIVEA SUN Protetor Solar Facial Tripla Proteção Loção Antiacne FPS50 - 40ml; Nivea;1 Mariana F.  bom! fica gostoso pele, sequinho. ótimo usado maquiagem. Sim, recomendo produto;4.8
NIVEA Sun Protetor Solar Tripla Proteção Antissinais Fps 65 - 40ml; Nivea;Ana k.  Sim, recomendo produto;5.0
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;0 Maria m.  Maravilhoso Primeira vez q uso , adorei bom Sim, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;0 Leticia S.  Muito...mais bom ?! fico ! Sim, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;0 Camila B.  Maravilhoso! fico sem. único usei sai suor. Sim, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;Daniela P.  protetor ótimo. transfere. Protege mesmo. uso faz uns 3 anos. cor alta cobertura. Pode usado base tranquilo Sim, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;0 Jaylma S.  proteção substâncias Ótima cobertura, pele seca brilho. Fácil aplicar alta proteção contra sol. Sim, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;0 Paula Q.  poderia ter cobertura maior Porque melasma cobre. Sim, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;Audrey s.  Protetor solar cor baixa cobertura dia dia. Base baixa cobertura protetor solar, perfeita dia dia, sinto rosto. glow, então selada pele oleosa igual minha, incomoda. amei, melhor stick caríssimo ai. Ah, exatamente tom pele (primeira base encontro deu match tom). cheiro perfeito, lembra tutti frutti. Sim, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;0 Samila O.  melhor protetor cor Excelente proteção uva uvb, durabilidade cobertura Sim, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;0 Daniela P.  protetor ótimo. transfere. Protege mesmo. uso faz uns 3 anos. cor alta cobertura. Pode usado base tranquilo Sim, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;Elisângela F.  Gostei produto adere bem pele fica textura sequinha. Sim, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;0 Ana P.  importante fps achei transfere bem cor, fixação boa Não, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;0 Sâmila O.  melhor protetor cor Excelente proteção uva uvb, durabilidade cobertura Sim, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;Samila O.  melhor protetor cor Excelente proteção uva uvb, durabilidade cobertura Sim, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;Sheila T.  Excelente! Maravilhoso! Textura excelente, segura bem rosto, formato bastao fácil passar, desperdício! Sim, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;0 Leticia S.  MARAVILHOSO! Amo? Sim, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;Ana P.  importante fps achei transfere bem cor, fixação boa Não, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;Jaylma S.  proteção substâncias Ótima cobertura, pele seca brilho. Fácil aplicar alta proteção contra sol. Sim, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;0 Elisângela F.  Gostei produto adere bem pele fica textura sequinha. Sim, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;0 Helena P.  proteje vdd pele uniformiza totalmente muita naturalida Achei bem.interessante. cobertura excelente. Deixa pele aveludada, faltou brilhozinho glamour! Sim, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;Leticia S.  MARAVILHOSO! Amo? Sim, recomendo produto;4.7
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;0 Audrey s.  Protetor solar cor baixa cobertura dia dia. Base baixa cobertura protetor solar, perfeita dia dia, sinto rosto. glow, então selada pele oleosa igual minha, incomoda. amei, melhor stick caríssimo ai. Ah, exatamente tom pele (primeira base encontro deu match tom). cheiro perfeito, lembra tutti frutti. Sim, recomendo produto;4.7
Protetor Solar Facial Toque Seco Sallve FPS50 - 40g; Sallve;Lusirene D.  Bem sequinho. pele oleosa vai gostar pois bem seco Sim, recomendo produto;4.6
Protetor Solar Facial Toque Seco Sallve FPS50 - 40g; Sallve;0 Nathalia R.  pele bem oleosa fica sequinho pele, textura bem fluida seca rápido passar. Cheiro suave, gostei bastante! Sim, recomendo produto;4.6
Protetor Solar Facial Toque Seco Sallve FPS50 - 40g; Sallve;0 Erick M.  hidrata Ótimo protetor, deixa glow lindo pele. Sim, recomendo produto;4.6
Protetor Solar Facial Toque Seco Sallve FPS50 - 40g; Sallve;0 Melissa V.  tão fluido imaginava, então trabalhoso espalhar, após secar, deixa efeito mate muitas horas, excelente. Sim, recomendo produto;4.6
Protetor Solar Facial Shiseido – Expert Sun Protection Lotion FPS50+ - 150ml; Shiseido;3 Michel F.  Excelente produto. Produto muita qualidade, preço longe barato. qualidade tanto rende, vale preço.;4.7
